warehouse name,date,storage,next_day_storage,lstm,mambar,count
SC24,10/10/2023,5430,5430,5430,5430,71
SC24,10/11/2023,5685,5685,5685,5685,72
SC24,10/12/2023,5684,5684,5684,5684,73
SC24,10/13/2023,5473,5473,5473,5473,74
SC24,10/14/2023,5450,5450,5450,5450,75
SC24,10/15/2023,5213,5213,5213,5213,76
SC24,10/16/2023,5709,5709,5709,5709,77
SC24,10/17/2023,5573,5573,5573,5573,78
SC24,10/18/2023,5833,5833,5833,5833,79
SC24,10/19/2023,5259,5259,5259,5259,80
SC24,10/20/2023,5329,5329,5329,5329,81
SC24,10/21/2023,5159,5159,5159,5159,82
SC24,10/22/2023,4635,4635,4635,4635,83
SC24,10/23/2023,5034,5034,5034,5034,84
SC24,10/24/2023,9260,9260,9260,9260,85
SC24,10/25/2023,7362,7362,7362,7362,86
SC24,10/26/2023,6595,6595,6595,6595,87
SC24,10/27/2023,6680,6680,6680,6680,88
SC24,10/28/2023,5898,5898,5898,5898,89
SC24,10/29/2023,5645,5645,5645,5645,90
SC24,10/30/2023,5950,5950,5950,5950,91
SC24,10/31/2023,5675,5675,5675,5675,92
SC24,11/1/2023,13528,13528,13528,13528,93
SC24,11/2/2023,8233,8233,8233,8233,94
SC24,11/3/2023,6748,6748,6748,6748,95
SC24,11/4/2023,6532,6532,6532,6532,96
SC24,11/5/2023,6112,6112,6112,6112,97
SC24,11/6/2023,6846,6846,6846,6846,98
SC24,11/7/2023,6876,6876,6876,6876,99
SC24,11/8/2023,6824,6824,6824,6824,100
SC24,11/9/2023,6510,6510,6510,6510,101
SC24,11/10/2023,6156,6156,6156,6156,102
SC24,11/11/2023,16506,16506,16506,16506,103
SC24,11/12/2023,11673,11673,11673,11673,104
SC24,11/13/2023,7191,7191,7191,7191,105
SC24,11/14/2023,5982,5982,5982,5982,106
SC24,11/15/2023,5759,5759,5759,5759,107
SC24,11/16/2023,5705,5705,5705,5705,108
SC24,11/17/2023,5562,5562,5562,5562,109
SC24,11/18/2023,5223,5223,5223,5223,110
SC24,11/19/2023,5008,5008,5008,5008,111
SC24,11/20/2023,5624,5624,5624,5624,112
SC24,11/21/2023,5317,5317,5317,5317,113
SC24,11/22/2023,5169,5169,5169,5169,114
SC24,11/23/2023,5231,5231,5231,5231,115
SC24,11/24/2023,4779,4779,4779,4779,116
SC24,11/25/2023,4582,4582,4582,4582,117
SC24,11/26/2023,4470,4470,4470,4470,118
SC24,11/27/2023,4897,4897,4897,4897,119
SC24,11/28/2023,4912,4912,4912,4912,120
SC24,11/29/2023,5032,5032,5032,5032,121
SC24,11/30/2023,5354,5354,5354,5354,122
SC25,8/1/2023,38119,,,,1
SC25,8/2/2023,37993,37993,37993,37993,2
SC25,8/3/2023,38455,38455,38455,38455,3
SC25,8/4/2023,40148,40148,40148,40148,4
SC25,8/5/2023,36873,36873,36873,36873,5
SC25,8/6/2023,34342,34342,34342,34342,6
SC25,8/7/2023,32858,32858,32858,32858,7
SC25,8/8/2023,33517,33517,33517,33517,8
SC25,8/9/2023,35112,35112,35112,35112,9
SC25,8/10/2023,37007,37007,37007,37007,10
SC25,8/11/2023,36021,36021,36021,36021,11
SC25,8/12/2023,35196,35196,35196,35196,12
SC25,8/13/2023,30555,30555,30555,30555,13
SC25,8/14/2023,34205,34205,34205,34205,14
SC25,8/15/2023,37679,37679,37679,37679,15
SC25,8/16/2023,36937,36937,36937,36937,16
SC25,8/17/2023,36917,36917,36917,36917,17
SC25,8/18/2023,37118,37118,37118,37118,18
SC25,8/19/2023,35774,35774,35774,35774,19
SC25,8/20/2023,32471,32471,32471,32471,20
SC25,8/21/2023,34122,34122,34122,34122,21
SC25,8/22/2023,36146,36146,36146,36146,22
SC25,8/23/2023,37274,37274,37274,37274,23
SC25,8/24/2023,37827,37827,37827,37827,24
SC25,8/25/2023,38254,38254,38254,38254,25
SC25,8/26/2023,37059,37059,37059,37059,26
SC25,8/27/2023,35893,35893,35893,35893,27
SC25,8/28/2023,33666,33666,33666,33666,28
SC25,8/29/2023,40332,40332,40332,40332,29
SC25,8/30/2023,36016,36016,36016,36016,30
SC25,8/31/2023,42177,42177,42177,42177,31
SC25,9/1/2023,41531,41531,41531,41531,32
SC25,9/2/2023,41542,41542,41542,41542,33
SC25,9/3/2023,36850,36850,36850,36850,34
SC25,9/4/2023,38625,38625,38625,38625,35
SC25,9/5/2023,42342,42342,42342,42342,36
SC25,9/6/2023,43597,43597,43597,43597,37
SC25,9/7/2023,41395,41395,41395,41395,38
SC25,9/8/2023,41701,41701,41701,41701,39
SC25,9/9/2023,38158,38158,38158,38158,40
SC25,9/10/2023,37697,37697,37697,37697,41
SC25,9/11/2023,39157,39157,39157,39157,42
SC25,9/12/2023,43383,43383,43383,43383,43
SC25,9/13/2023,45108,45108,45108,45108,44
SC25,9/14/2023,43405,43405,43405,43405,45
SC25,9/15/2023,43379,43379,43379,43379,46
SC25,9/16/2023,43946,43946,43946,43946,47
SC25,9/17/2023,39770,39770,39770,39770,48
SC25,9/18/2023,42831,42831,42831,42831,49
SC25,9/19/2023,45437,45437,45437,45437,50
SC25,9/20/2023,49246,49246,49246,49246,51
SC25,9/21/2023,48315,48315,48315,48315,52
SC25,9/22/2023,47963,47963,47963,47963,53
SC25,9/23/2023,47129,47129,47129,47129,54
SC25,9/24/2023,44643,44643,44643,44643,55
SC25,9/25/2023,46761,46761,46761,46761,56
SC25,9/26/2023,51937,51937,51937,51937,57
SC25,9/27/2023,48810,48810,48810,48810,58
SC25,9/28/2023,48277,48277,48277,48277,59
SC25,9/29/2023,40354,40354,40354,40354,60
SC25,9/30/2023,34247,34247,34247,34247,61
SC25,10/1/2023,34195,34195,34195,34195,62
SC25,10/2/2023,30116,30116,30116,30116,63
SC25,10/3/2023,29034,29034,29034,29034,64
SC25,10/4/2023,28705,28705,28705,28705,65
SC25,10/5/2023,34846,34846,34846,34846,66
SC25,10/6/2023,35736,35736,35736,35736,67
SC25,10/7/2023,35433,35433,35433,35433,68
SC25,10/8/2023,40530,40530,40530,40530,69
SC25,10/9/2023,40650,40650,40650,40650,70
SC25,10/10/2023,40626,40626,40626,40626,71
SC25,10/11/2023,41118,41118,41118,41118,72
SC25,10/12/2023,41261,41261,41261,41261,73
SC25,10/13/2023,40143,40143,40143,40143,74
SC25,10/14/2023,39074,39074,39074,39074,75
SC25,10/15/2023,36919,36919,36919,36919,76
SC25,10/16/2023,39624,39624,39624,39624,77
SC25,10/17/2023,40986,40986,40986,40986,78
SC25,10/18/2023,43255,43255,43255,43255,79
SC25,10/19/2023,42760,42760,42760,42760,80
SC25,10/20/2023,44917,44917,44917,44917,81
SC25,10/21/2023,39013,39013,39013,39013,82
SC25,10/22/2023,36865,36865,36865,36865,83
SC25,10/23/2023,42089,42089,42089,42089,84
SC25,10/24/2023,54992,54992,54992,54992,85
SC25,10/25/2023,49083,49083,49083,49083,86
SC25,10/26/2023,49451,49451,49451,49451,87
SC25,10/27/2023,48425,48425,48425,48425,88
SC25,10/28/2023,44735,44735,44735,44735,89
SC25,10/29/2023,41309,41309,41309,41309,90
SC25,10/30/2023,40392,40392,40392,40392,91
SC25,10/31/2023,43099,43099,43099,43099,92
SC25,11/1/2023,64269,64269,64269,64269,93
SC25,11/2/2023,57261,57261,57261,57261,94
SC25,11/3/2023,51930,51930,51930,51930,95
SC25,11/4/2023,47537,47537,47537,47537,96
SC25,11/5/2023,47651,47651,47651,47651,97
SC25,11/6/2023,47774,47774,47774,47774,98
SC25,11/7/2023,50717,50717,50717,50717,99
SC25,11/8/2023,52404,52404,52404,52404,100
SC25,11/9/2023,52035,52035,52035,52035,101
SC25,11/10/2023,45969,45969,45969,45969,102
SC25,11/11/2023,63782,63782,63782,63782,103
SC25,11/12/2023,63953,63953,63953,63953,104
SC25,11/13/2023,54172,54172,54172,54172,105
SC25,11/14/2023,51992,51992,51992,51992,106
SC25,11/15/2023,47991,47991,47991,47991,107
SC25,11/16/2023,48922,48922,48922,48922,108
SC25,11/17/2023,46805,46805,46805,46805,109
SC25,11/18/2023,44735,44735,44735,44735,110
SC25,11/19/2023,42092,42092,42092,42092,111
SC25,11/20/2023,45621,45621,45621,45621,112
SC25,11/21/2023,49837,49837,49837,49837,113
SC25,11/22/2023,46387,46387,46387,46387,114
SC25,11/23/2023,48049,48049,48049,48049,115
SC25,11/24/2023,43751,43751,43751,43751,116
SC25,11/25/2023,42517,42517,42517,42517,117
SC25,11/26/2023,39951,39951,39951,39951,118
SC25,11/27/2023,43155,43155,43155,43155,119
SC25,11/28/2023,45758,45758,45758,45758,120
SC25,11/29/2023,45638,45638,45638,45638,121
SC25,11/30/2023,45795,45795,45795,45795,122
SC26,8/1/2023,5243,,,,1
SC26,8/2/2023,4069,4069,4069,4069,2
SC26,8/3/2023,4055,4055,4055,4055,3
SC26,8/4/2023,4139,4139,4139,4139,4
SC26,8/5/2023,3951,3951,3951,3951,5
SC26,8/6/2023,3808,3808,3808,3808,6
SC26,8/7/2023,3993,3993,3993,3993,7
SC26,8/8/2023,4076,4076,4076,4076,8
SC26,8/9/2023,4294,4294,4294,4294,9
SC26,8/10/2023,4091,4091,4091,4091,10
SC26,8/11/2023,3974,3974,3974,3974,11
SC26,8/12/2023,3826,3826,3826,3826,12
SC26,8/13/2023,3738,3738,3738,3738,13
SC26,8/14/2023,4293,4293,4293,4293,14
SC26,8/15/2023,4746,4746,4746,4746,15
SC26,8/16/2023,4544,4544,4544,4544,16
SC26,8/17/2023,4132,4132,4132,4132,17
SC26,8/18/2023,4119,4119,4119,4119,18
SC26,8/19/2023,4743,4743,4743,4743,19
SC26,8/20/2023,4844,4844,4844,4844,20
SC26,8/21/2023,5282,5282,5282,5282,21
SC26,8/22/2023,4969,4969,4969,4969,22
SC26,8/23/2023,3895,3895,3895,3895,23
SC26,8/24/2023,3734,3734,3734,3734,24
SC26,8/25/2023,3885,3885,3885,3885,25
SC26,8/26/2023,4397,4397,4397,4397,26
SC26,8/27/2023,4589,4589,4589,4589,27
SC26,8/28/2023,4999,4999,4999,4999,28
SC26,8/29/2023,4397,4397,4397,4397,29
SC26,8/30/2023,4162,4162,4162,4162,30
SC26,8/31/2023,4087,4087,4087,4087,31
SC26,9/1/2023,4829,4829,4829,4829,32
SC26,9/2/2023,4872,4872,4872,4872,33
SC26,9/3/2023,4868,4868,4868,4868,34
SC26,9/4/2023,5522,5522,5522,5522,35
SC26,9/5/2023,5396,5396,5396,5396,36
SC26,9/6/2023,4824,4824,4824,4824,37
SC26,9/7/2023,4852,4852,4852,4852,38
SC26,9/8/2023,4283,4283,4283,4283,39
SC26,9/9/2023,5381,5381,5381,5381,40
SC26,9/10/2023,4116,4116,4116,4116,41
SC26,9/11/2023,4253,4253,4253,4253,42
SC26,9/12/2023,4479,4479,4479,4479,43
SC26,9/13/2023,4195,4195,4195,4195,44
SC26,9/14/2023,4091,4091,4091,4091,45
SC26,9/15/2023,4205,4205,4205,4205,46
SC26,9/16/2023,4520,4520,4520,4520,47
SC26,9/17/2023,4497,4497,4497,4497,48
SC26,9/18/2023,4904,4904,4904,4904,49
SC26,9/19/2023,4952,4952,4952,4952,50
SC26,9/20/2023,5741,5741,5741,5741,51
SC26,9/21/2023,5242,5242,5242,5242,52
SC26,9/22/2023,5311,5311,5311,5311,53
SC26,9/23/2023,5301,5301,5301,5301,54
SC26,9/24/2023,5471,5471,5471,5471,55
SC26,9/25/2023,5848,5848,5848,5848,56
SC26,9/26/2023,4775,4775,4775,4775,57
SC26,9/27/2023,4573,4573,4573,4573,58
SC26,9/28/2023,4259,4259,4259,4259,59
SC26,9/29/2023,4008,4008,4008,4008,60
SC26,9/30/2023,3328,3328,3328,3328,61
SC26,10/1/2023,3747,3747,3747,3747,62
SC26,10/2/2023,3547,3547,3547,3547,63
SC26,10/3/2023,3607,3607,3607,3607,64
SC26,10/4/2023,3926,3926,3926,3926,65
SC26,10/5/2023,4409,4409,4409,4409,66
SC26,10/6/2023,4063,4063,4063,4063,67
SC26,10/7/2023,4622,4622,4622,4622,68
SC26,10/8/2023,4028,4028,4028,4028,69
SC26,10/9/2023,3763,3763,3763,3763,70
SC26,10/10/2023,3943,3943,3943,3943,71
SC26,10/11/2023,3698,3698,3698,3698,72
SC26,10/12/2023,3621,3621,3621,3621,73
SC26,10/13/2023,3636,3636,3636,3636,74
SC26,10/14/2023,3614,3614,3614,3614,75
SC26,10/15/2023,3398,3398,3398,3398,76
SC26,10/16/2023,4317,4317,4317,4317,77
SC26,10/17/2023,4025,4025,4025,4025,78
SC26,10/18/2023,3721,3721,3721,3721,79
SC26,10/19/2023,3889,3889,3889,3889,80
SC26,10/20/2023,5247,5247,5247,5247,81
SC26,10/21/2023,4238,4238,4238,4238,82
SC26,10/22/2023,4427,4427,4427,4427,83
SC26,10/23/2023,5055,5055,5055,5055,84
SC26,10/24/2023,6876,6876,6876,6876,85
SC26,10/25/2023,6160,6160,6160,6160,86
SC26,10/26/2023,5506,5506,5506,5506,87
SC26,10/27/2023,5382,5382,5382,5382,88
SC26,10/28/2023,5323,5323,5323,5323,89
SC26,10/29/2023,5548,5548,5548,5548,90
SC26,10/30/2023,5255,5255,5255,5255,91
SC26,10/31/2023,3800,3800,3800,3800,92
SC26,11/1/2023,11294,11294,11294,11294,93
SC26,11/2/2023,6571,6571,6571,6571,94
SC26,11/3/2023,5988,5988,5988,5988,95
SC26,11/4/2023,5874,5874,5874,5874,96
SC26,11/5/2023,5327,5327,5327,5327,97
SC26,11/6/2023,5777,5777,5777,5777,98
SC26,11/7/2023,5694,5694,5694,5694,99
SC26,11/8/2023,5739,5739,5739,5739,100
SC26,11/9/2023,5615,5615,5615,5615,101
SC26,11/10/2023,5511,5511,5511,5511,102
SC26,11/11/2023,13697,13697,13697,13697,103
SC26,11/12/2023,8831,8831,8831,8831,104
SC26,11/13/2023,5027,5027,5027,5027,105
SC26,11/14/2023,4834,4834,4834,4834,106
SC26,11/15/2023,4289,4289,4289,4289,107
SC26,11/16/2023,3968,3968,3968,3968,108
SC26,11/17/2023,4079,4079,4079,4079,109
SC26,11/18/2023,3991,3991,3991,3991,110
SC26,11/19/2023,3777,3777,3777,3777,111
SC26,11/20/2023,3802,3802,3802,3802,112
SC26,11/21/2023,4390,4390,4390,4390,113
SC26,11/22/2023,4141,4141,4141,4141,114
SC26,11/23/2023,3717,3717,3717,3717,115
SC26,11/24/2023,3924,3924,3924,3924,116
SC26,11/25/2023,3988,3988,3988,3988,117
SC26,11/26/2023,4035,4035,4035,4035,118
SC26,11/27/2023,3921,3921,3921,3921,119
SC26,11/28/2023,4013,4013,4013,4013,120
SC26,11/29/2023,4142,4142,4142,4142,121
SC26,11/30/2023,4477,4477,4477,4477,122
SC27,8/1/2023,4179,,,,1
SC27,8/2/2023,4025,4025,4025,4025,2
SC27,8/3/2023,4065,4065,4065,4065,3
SC27,8/4/2023,4080,4080,4080,4080,4
SC27,8/5/2023,4012,4012,4012,4012,5
SC27,8/6/2023,3640,3640,3640,3640,6
SC27,8/7/2023,3966,3966,3966,3966,7
SC27,8/8/2023,3893,3893,3893,3893,8
SC27,8/9/2023,4086,4086,4086,4086,9
SC27,8/10/2023,3974,3974,3974,3974,10
SC27,8/11/2023,3839,3839,3839,3839,11
SC27,8/12/2023,3905,3905,3905,3905,12
SC27,8/13/2023,3533,3533,3533,3533,13
SC27,8/14/2023,4015,4015,4015,4015,14
SC27,8/15/2023,3981,3981,3981,3981,15
SC27,8/16/2023,3989,3989,3989,3989,16
SC27,8/17/2023,3941,3941,3941,3941,17
SC27,8/18/2023,3741,3741,3741,3741,18
SC27,8/19/2023,3827,3827,3827,3827,19
SC27,8/20/2023,3711,3711,3711,3711,20
SC27,8/21/2023,4019,4019,4019,4019,21
SC27,8/22/2023,3749,3749,3749,3749,22
SC27,8/23/2023,4070,4070,4070,4070,23
SC27,8/24/2023,4464,4464,4464,4464,24
SC27,8/25/2023,4441,4441,4441,4441,25
SC27,8/26/2023,4087,4087,4087,4087,26
SC27,8/27/2023,3808,3808,3808,3808,27
SC27,8/28/2023,4090,4090,4090,4090,28
SC27,8/29/2023,3848,3848,3848,3848,29
SC27,8/30/2023,3806,3806,3806,3806,30
SC27,8/31/2023,3878,3878,3878,3878,31
SC27,9/1/2023,5638,5638,5638,5638,32
SC27,9/2/2023,4408,4408,4408,4408,33
SC27,9/3/2023,4012,4012,4012,4012,34
SC27,9/4/2023,4283,4283,4283,4283,35
SC27,9/5/2023,4130,4130,4130,4130,36
SC27,9/6/2023,4714,4714,4714,4714,37
SC27,9/7/2023,5274,5274,5274,5274,38
SC27,9/8/2023,4639,4639,4639,4639,39
SC27,9/9/2023,4846,4846,4846,4846,40
SC27,9/10/2023,3995,3995,3995,3995,41
SC27,9/11/2023,4332,4332,4332,4332,42
SC27,9/12/2023,4228,4228,4228,4228,43
SC27,9/13/2023,4499,4499,4499,4499,44
SC27,9/14/2023,4483,4483,4483,4483,45
SC27,9/15/2023,4419,4419,4419,4419,46
SC27,9/16/2023,4462,4462,4462,4462,47
SC27,9/17/2023,4480,4480,4480,4480,48
SC27,9/18/2023,5031,5031,5031,5031,49
SC27,9/19/2023,5674,5674,5674,5674,50
SC27,9/20/2023,5663,5663,5663,5663,51
SC27,9/21/2023,5394,5394,5394,5394,52
SC27,9/22/2023,5316,5316,5316,5316,53
SC27,9/23/2023,5459,5459,5459,5459,54
SC27,9/24/2023,5204,5204,5204,5204,55
SC27,9/25/2023,5448,5448,5448,5448,56
SC27,9/26/2023,5387,5387,5387,5387,57
SC27,9/27/2023,5264,5264,5264,5264,58
SC27,9/28/2023,4238,4238,4238,4238,59
SC27,9/29/2023,3727,3727,3727,3727,60
SC27,9/30/2023,3477,3477,3477,3477,61
SC27,10/1/2023,3413,3413,3413,3413,62
SC27,10/2/2023,3236,3236,3236,3236,63
SC27,10/3/2023,3096,3096,3096,3096,64
SC27,10/4/2023,3160,3160,3160,3160,65
SC27,10/5/2023,3452,3452,3452,3452,66
SC27,10/6/2023,3572,3572,3572,3572,67
SC27,10/7/2023,4029,4029,4029,4029,68
SC27,10/8/2023,3816,3816,3816,3816,69
SC27,10/9/2023,3581,3581,3581,3581,70
SC27,10/10/2023,3491,3491,3491,3491,71
SC27,10/11/2023,3550,3550,3550,3550,72
SC27,10/12/2023,3548,3548,3548,3548,73
SC27,10/13/2023,3540,3540,3540,3540,74
SC27,10/14/2023,3441,3441,3441,3441,75
SC27,10/15/2023,3271,3271,3271,3271,76
SC27,10/16/2023,3806,3806,3806,3806,77
SC27,10/17/2023,3657,3657,3657,3657,78
SC27,10/18/2023,3454,3454,3454,3454,79
SC27,10/19/2023,3830,3830,3830,3830,80
SC27,10/20/2023,4610,4610,4610,4610,81
SC27,10/21/2023,3421,3421,3421,3421,82
SC27,10/22/2023,3130,3130,3130,3130,83
SC27,10/23/2023,4847,4847,4847,4847,84
SC27,10/24/2023,8878,8878,8878,8878,85
SC27,10/25/2023,5209,5209,5209,5209,86
SC27,10/26/2023,4575,4575,4575,4575,87
SC27,10/27/2023,4666,4666,4666,4666,88
SC27,10/28/2023,4179,4179,4179,4179,89
SC27,10/29/2023,3893,3893,3893,3893,90
SC27,10/30/2023,4326,4326,4326,4326,91
SC27,10/31/2023,6157,6157,6157,6157,92
SC27,11/1/2023,14347,14347,14347,14347,93
SC27,11/2/2023,8757,8757,8757,8757,94
SC27,11/3/2023,6401,6401,6401,6401,95
SC27,11/4/2023,6179,6179,6179,6179,96
SC27,11/5/2023,5171,5171,5171,5171,97
SC27,11/6/2023,5214,5214,5214,5214,98
SC27,11/7/2023,5192,5192,5192,5192,99
SC27,11/8/2023,6034,6034,6034,6034,100
SC27,11/9/2023,5097,5097,5097,5097,101
SC27,11/10/2023,6432,6432,6432,6432,102
SC27,11/11/2023,16413,16413,16413,16413,103
SC27,11/12/2023,10868,10868,10868,10868,104
SC27,11/13/2023,6151,6151,6151,6151,105
SC27,11/14/2023,5120,5120,5120,5120,106
SC27,11/15/2023,3564,3564,3564,3564,107
SC27,11/16/2023,4071,4071,4071,4071,108
SC27,11/17/2023,3912,3912,3912,3912,109
SC27,11/18/2023,3378,3378,3378,3378,110
SC27,11/19/2023,3104,3104,3104,3104,111
SC27,11/20/2023,3427,3427,3427,3427,112
SC27,11/21/2023,3571,3571,3571,3571,113
SC27,11/22/2023,3400,3400,3400,3400,114
SC27,11/23/2023,3291,3291,3291,3291,115
SC27,11/24/2023,3340,3340,3340,3340,116
SC27,11/25/2023,3125,3125,3125,3125,117
SC27,11/26/2023,3277,3277,3277,3277,118
SC27,11/27/2023,3562,3562,3562,3562,119
SC27,11/28/2023,3382,3382,3382,3382,120
SC27,11/29/2023,3616,3616,3616,3616,121
SC27,11/30/2023,3909,3909,3909,3909,122
SC28,8/1/2023,292,,,,1
SC28,8/2/2023,296,296,296,296,2
SC28,8/3/2023,331,331,331,331,3
SC28,8/4/2023,357,357,357,357,4
SC28,8/5/2023,423,423,423,423,5
SC28,8/6/2023,396,396,396,396,6
SC28,8/7/2023,379,379,379,379,7
SC28,8/8/2023,403,403,403,403,8
SC28,8/9/2023,449,449,449,449,9
SC28,8/10/2023,473,473,473,473,10
SC28,8/11/2023,492,492,492,492,11
SC28,8/12/2023,581,581,581,581,12
SC28,8/13/2023,586,586,586,586,13
SC28,8/14/2023,625,625,625,625,14
SC28,8/15/2023,666,666,666,666,15
SC28,8/16/2023,697,697,697,697,16
SC28,8/17/2023,700,700,700,700,17
SC28,8/18/2023,687,687,687,687,18
SC28,8/19/2023,757,757,757,757,19
SC28,8/20/2023,778,778,778,778,20
SC28,8/21/2023,816,816,816,816,21
SC28,8/22/2023,747,747,747,747,22
SC28,8/23/2023,782,782,782,782,23
SC28,8/24/2023,817,817,817,817,24
SC28,8/25/2023,832,832,832,832,25
SC28,8/26/2023,913,913,913,913,26
SC28,8/27/2023,959,959,959,959,27
SC28,8/28/2023,929,929,929,929,28
SC28,8/29/2023,964,964,964,964,29
SC28,8/30/2023,1168,1168,1168,1168,30
SC28,8/31/2023,1221,1221,1221,1221,31
SC28,9/1/2023,1360,1360,1360,1360,32
SC28,9/2/2023,1678,1678,1678,1678,33
SC28,9/3/2023,1684,1684,1684,1684,34
SC28,9/4/2023,1368,1368,1368,1368,35
SC28,9/5/2023,1144,1144,1144,1144,36
SC28,9/6/2023,1063,1063,1063,1063,37
SC28,9/7/2023,1051,1051,1051,1051,38
SC28,9/8/2023,1002,1002,1002,1002,39
SC28,9/9/2023,1058,1058,1058,1058,40
SC28,9/10/2023,1035,1035,1035,1035,41
SC28,9/11/2023,972,972,972,972,42
SC28,9/12/2023,920,920,920,920,43
SC28,9/13/2023,927,927,927,927,44
SC28,9/14/2023,924,924,924,924,45
SC28,9/15/2023,940,940,940,940,46
SC28,9/16/2023,1066,1066,1066,1066,47
SC28,9/17/2023,1029,1029,1029,1029,48
SC28,9/18/2023,1007,1007,1007,1007,49
SC28,9/19/2023,976,976,976,976,50
SC28,9/20/2023,977,977,977,977,51
SC28,9/21/2023,949,949,949,949,52
SC28,9/22/2023,1074,1074,1074,1074,53
SC28,9/23/2023,1284,1284,1284,1284,54
SC28,9/24/2023,1287,1287,1287,1287,55
SC28,9/25/2023,1229,1229,1229,1229,56
SC28,9/26/2023,1166,1166,1166,1166,57
SC28,9/27/2023,1108,1108,1108,1108,58
SC28,9/28/2023,977,977,977,977,59
SC28,9/29/2023,982,982,982,982,60
SC28,9/30/2023,966,966,966,966,61
SC28,10/1/2023,934,934,934,934,62
SC28,10/2/2023,901,901,901,901,63
SC28,10/3/2023,950,950,950,950,64
SC28,10/4/2023,995,995,995,995,65
SC28,10/5/2023,1226,1226,1226,1226,66
SC28,10/6/2023,1375,1375,1375,1375,67
SC28,10/7/2023,1649,1649,1649,1649,68
SC28,10/8/2023,1693,1693,1693,1693,69
SC28,10/9/2023,1469,1469,1469,1469,70
SC28,10/10/2023,1331,1331,1331,1331,71
SC28,10/11/2023,1169,1169,1169,1169,72
SC28,10/12/2023,1145,1145,1145,1145,73
SC28,10/13/2023,1174,1174,1174,1174,74
SC28,10/14/2023,1313,1313,1313,1313,75
SC28,10/15/2023,1164,1164,1164,1164,76
SC28,10/16/2023,1080,1080,1080,1080,77
SC28,10/17/2023,992,992,992,992,78
SC28,10/18/2023,894,894,894,894,79
SC28,10/19/2023,825,825,825,825,80
SC28,10/20/2023,900,900,900,900,81
SC28,10/21/2023,1006,1006,1006,1006,82
SC28,10/22/2023,881,881,881,881,83
SC28,10/23/2023,1291,1291,1291,1291,84
SC28,10/24/2023,1979,1979,1979,1979,85
SC28,10/25/2023,1386,1386,1386,1386,86
SC28,10/26/2023,1140,1140,1140,1140,87
SC28,10/27/2023,1035,1035,1035,1035,88
SC28,10/28/2023,1054,1054,1054,1054,89
SC28,10/29/2023,1002,1002,1002,1002,90
SC28,10/30/2023,999,999,999,999,91
SC28,10/31/2023,1618,1618,1618,1618,92
SC28,11/1/2023,2197,2197,2197,2197,93
SC28,11/2/2023,1412,1412,1412,1412,94
SC28,11/3/2023,1268,1268,1268,1268,95
SC28,11/4/2023,1209,1209,1209,1209,96
SC28,11/5/2023,1268,1268,1268,1268,97
SC28,11/6/2023,1397,1397,1397,1397,98
SC28,11/7/2023,1646,1646,1646,1646,99
SC28,11/8/2023,1639,1639,1639,1639,100
SC28,11/9/2023,1662,1662,1662,1662,101
SC28,11/10/2023,2405,2405,2405,2405,102
SC28,11/11/2023,4423,4423,4423,4423,103
SC28,11/12/2023,3967,3967,3967,3967,104
SC28,11/13/2023,4147,4147,4147,4147,105
SC28,11/14/2023,2208,2208,2208,2208,106
SC28,11/15/2023,1838,1838,1838,1838,107
SC28,11/16/2023,1617,1617,1617,1617,108
SC28,11/17/2023,1357,1357,1357,1357,109
SC28,11/18/2023,1355,1355,1355,1355,110
SC28,11/19/2023,1131,1131,1131,1131,111
SC28,11/20/2023,1111,1111,1111,1111,112
SC28,11/21/2023,943,943,943,943,113
SC28,11/22/2023,885,885,885,885,114
SC28,11/23/2023,950,950,950,950,115
SC28,11/24/2023,949,949,949,949,116
SC28,11/25/2023,968,968,968,968,117
SC28,11/26/2023,937,937,937,937,118
SC28,11/27/2023,916,916,916,916,119
SC28,11/28/2023,965,965,965,965,120
SC28,11/29/2023,937,937,937,937,121
SC28,11/30/2023,1044,1044,1044,1044,122
SC29,8/1/2023,5605,,,,1
SC29,8/2/2023,5397,5397,5397,5397,2
SC29,8/3/2023,5535,5535,5535,5535,3
SC29,8/4/2023,5293,5293,5293,5293,4
SC29,8/5/2023,5126,5126,5126,5126,5
SC29,8/6/2023,4899,4899,4899,4899,6
SC29,8/7/2023,5313,5313,5313,5313,7
SC29,8/8/2023,5456,5456,5456,5456,8
SC29,8/9/2023,5623,5623,5623,5623,9
SC29,8/10/2023,5381,5381,5381,5381,10
SC29,8/11/2023,5157,5157,5157,5157,11
SC29,8/12/2023,5066,5066,5066,5066,12
SC29,8/13/2023,4958,4958,4958,4958,13
SC29,8/14/2023,5575,5575,5575,5575,14
SC29,8/15/2023,5576,5576,5576,5576,15
SC29,8/16/2023,5591,5591,5591,5591,16
SC29,8/17/2023,5737,5737,5737,5737,17
SC29,8/18/2023,5792,5792,5792,5792,18
SC29,8/19/2023,5506,5506,5506,5506,19
SC29,8/20/2023,5240,5240,5240,5240,20
SC29,8/21/2023,5948,5948,5948,5948,21
SC29,8/22/2023,5622,5622,5622,5622,22
SC29,8/23/2023,5829,5829,5829,5829,23
SC29,8/24/2023,6601,6601,6601,6601,24
SC29,8/25/2023,5957,5957,5957,5957,25
SC29,8/26/2023,5709,5709,5709,5709,26
SC29,8/27/2023,5826,5826,5826,5826,27
SC29,8/28/2023,6526,6526,6526,6526,28
SC29,8/29/2023,8139,8139,8139,8139,29
