warehouse name,date,storage,next_day_storage,lstm,mamba,count
SC23,2024-05-27,3526,3526.0,3545.0,3060.0,113
SC23,2024-05-28,3588,3588.0,3514.0,3835.0,114
SC23,2024-05-29,3480,3480.0,3386.0,3542.0,115
SC23,2024-05-30,3592,3592.0,3654.0,3806.0,116
SC23,2024-05-31,3573,3573.0,3511.0,3127.0,117
SC23,2024-06-01,3520,3520.0,3801.0,3910.0,118
SC23,2024-06-02,3601,3601.0,3974.0,4047.0,119
SC23,2024-06-03,3521,3521.0,3932.0,3798.0,120
SC23,2024-06-04,3597,3597.0,3733.0,3858.0,121
SC23,2024-06-05,3812,3812.0,3553.0,3535.0,122
SC24,2024-02-05,6428,,,,1
SC24,2024-02-06,6013,6013.0,6349.0,5563.0,2
SC24,2024-02-07,6208,6208.0,6613.0,5756.0,3
SC24,2024-02-08,5827,5827.0,5551.0,6121.0,4
SC24,2024-02-09,5743,5743.0,5317.0,5610.0,5
SC24,2024-02-10,5846,5846.0,5399.0,5424.0,6
SC24,2024-02-11,5709,5709.0,5427.0,5601.0,7
SC24,2024-02-12,5984,5984.0,5759.0,6438.0,8
SC24,2024-02-13,6605,6605.0,6399.0,6718.0,9
SC24,2024-02-14,6217,6217.0,5942.0,6516.0,10
SC24,2024-02-15,5889,5889.0,6381.0,5533.0,11
SC24,2024-02-16,5673,5673.0,6128.0,6002.0,12
SC24,2024-02-17,5488,5488.0,5666.0,5703.0,13
SC24,2024-02-18,6086,6086.0,5631.0,6537.0,14
SC24,2024-02-19,6230,6230.0,6296.0,6480.0,15
SC24,2024-02-20,6372,6372.0,5928.0,5923.0,16
SC24,2024-02-21,6593,6593.0,7000.0,6908.0,17
SC24,2024-02-22,6821,6821.0,6456.0,6463.0,18
SC24,2024-02-23,6929,6929.0,7275.0,7046.0,19
SC24,2024-02-24,7203,7203.0,7275.0,7485.0,20
SC24,2024-02-25,7923,7923.0,7623.0,7493.0,21
SC24,2024-02-26,6814,6814.0,6362.0,6914.0,22
SC24,2024-02-27,6091,6091.0,5963.0,6139.0,23
SC24,2024-02-28,5893,5893.0,5451.0,5715.0,24
SC24,2024-02-29,5763,5763.0,5812.0,5912.0,25
SC24,2024-03-01,5603,5603.0,5796.0,5109.0,26
SC24,2024-03-02,5509,5509.0,5717.0,5203.0,27
SC24,2024-03-03,5970,5970.0,5895.0,6416.0,28
SC24,2024-03-04,5908,5908.0,6090.0,5726.0,29
SC24,2024-03-05,5889,5889.0,6243.0,5843.0,30
SC24,2024-03-06,5835,5835.0,5942.0,5663.0,31
SC24,2024-03-07,6445,6445.0,6855.0,5968.0,32
SC24,2024-03-08,6340,6340.0,5892.0,6050.0,33
SC24,2024-03-09,6390,6390.0,6664.0,6581.0,34
SC24,2024-03-10,6858,6858.0,6571.0,6408.0,35
SC24,2024-03-11,6736,6736.0,6338.0,6277.0,36
SC24,2024-03-12,6687,6687.0,7136.0,6438.0,37
SC24,2024-03-13,7218,7218.0,7616.0,7003.0,38
SC24,2024-03-14,6658,6658.0,6795.0,6431.0,39
SC24,2024-03-15,7218,7218.0,7358.0,6836.0,40
SC24,2024-03-16,6455,6455.0,6924.0,6027.0,41
SC24,2024-03-17,6628,6628.0,6958.0,6682.0,42
SC24,2024-03-18,6571,6571.0,6322.0,6305.0,43
SC24,2024-03-19,6388,6388.0,6217.0,6002.0,44
SC24,2024-03-20,7005,7005.0,7428.0,7413.0,45
SC24,2024-03-21,6723,6723.0,7179.0,6299.0,46
SC24,2024-03-22,6371,6371.0,6583.0,6059.0,47
SC24,2024-03-23,6405,6405.0,6475.0,6670.0,48
SC24,2024-03-24,6834,6834.0,7236.0,6767.0,49
SC24,2024-03-25,6976,6976.0,6590.0,7417.0,50
SC24,2024-03-26,7337,7337.0,7283.0,7568.0,51
SC24,2024-03-27,7602,7602.0,7512.0,7320.0,52
SC24,2024-03-28,6895,6895.0,6835.0,7217.0,53
SC24,2024-03-29,6890,6890.0,6644.0,6987.0,54
SC24,2024-03-30,6824,6824.0,6676.0,7149.0,55
SC24,2024-03-31,7119,7119.0,6983.0,7444.0,56
SC24,2024-04-01,7928,7928.0,8203.0,8351.0,57
SC24,2024-04-02,6727,6727.0,6683.0,7078.0,58
SC24,2024-04-03,5682,5682.0,5498.0,5708.0,59
SC24,2024-04-04,5408,5408.0,5697.0,5569.0,60
SC24,2024-04-05,5361,5361.0,5294.0,5191.0,61
SC24,2024-04-06,4939,4939.0,5176.0,4987.0,62
SC24,2024-04-07,4676,4676.0,4359.0,4330.0,63
SC24,2024-04-08,4961,4961.0,4602.0,4956.0,64
SC24,2024-04-09,5145,5145.0,4816.0,5229.0,65
SC24,2024-04-10,5303,5303.0,5226.0,5538.0,66
SC24,2024-04-11,5429,5429.0,5206.0,5046.0,67
SC24,2024-04-12,6055,6055.0,6283.0,6134.0,68
SC24,2024-04-13,5671,5671.0,5572.0,6133.0,69
SC24,2024-04-14,5497,5497.0,5777.0,5200.0,70
SC24,2024-04-15,5430,5430.0,5645.0,5455.0,71
SC24,2024-04-16,5685,5685.0,6096.0,6011.0,72
SC24,2024-04-17,5684,5684.0,5454.0,5976.0,73
SC24,2024-04-18,5473,5473.0,4987.0,5755.0,74
SC24,2024-04-19,5450,5450.0,5088.0,5368.0,75
SC24,2024-04-20,5213,5213.0,4906.0,4976.0,76
SC24,2024-04-21,5709,5709.0,5939.0,5793.0,77
SC24,2024-04-22,5573,5573.0,5195.0,5620.0,78
SC24,2024-04-23,5833,5833.0,5789.0,6236.0,79
SC24,2024-04-24,5259,5259.0,5128.0,5686.0,80
SC24,2024-04-25,5329,5329.0,5216.0,4846.0,81
SC24,2024-04-26,5159,5159.0,5171.0,5387.0,82
SC24,2024-04-27,4635,4635.0,4837.0,5081.0,83
SC24,2024-04-28,5034,5034.0,5326.0,4775.0,84
SC24,2024-04-29,9260,9260.0,9421.0,9327.0,85
SC24,2024-04-30,7362,7362.0,7642.0,7548.0,86
SC24,2024-05-01,6595,6595.0,6868.0,6641.0,87
SC24,2024-05-02,6680,6680.0,6868.0,7035.0,88
SC24,2024-05-03,5898,5898.0,5511.0,5793.0,89
SC24,2024-05-04,5645,5645.0,6134.0,5818.0,90
SC24,2024-05-05,5950,5950.0,5877.0,5752.0,91
SC24,2024-05-06,5675,5675.0,5313.0,5249.0,92
SC24,2024-05-07,13528,13528.0,13852.0,13777.0,93
SC24,2024-05-08,8233,8233.0,8225.0,7999.0,94
SC24,2024-05-09,6748,6748.0,6522.0,6505.0,95
SC24,2024-05-10,6532,6532.0,6217.0,6506.0,96
SC24,2024-05-11,6112,6112.0,6591.0,5659.0,97
SC24,2024-05-12,6846,6846.0,6807.0,6859.0,98
SC24,2024-05-13,6876,6876.0,7050.0,7292.0,99
SC24,2024-05-14,6824,6824.0,6710.0,6683.0,100
SC24,2024-05-15,6510,6510.0,6909.0,6494.0,101
SC24,2024-05-16,6156,6156.0,6391.0,6256.0,102
SC24,2024-05-17,16506,16506.0,16779.0,16324.0,103
SC24,2024-05-18,11673,11673.0,11667.0,11271.0,104
SC24,2024-05-19,7191,7191.0,7374.0,7629.0,105
SC24,2024-05-20,5982,5982.0,6321.0,5969.0,106
SC24,2024-05-21,5759,5759.0,5881.0,5795.0,107
SC24,2024-05-22,5705,5705.0,5468.0,5405.0,108
SC24,2024-05-23,5562,5562.0,6007.0,5775.0,109
SC24,2024-05-24,5223,5223.0,5467.0,5059.0,110
SC24,2024-05-25,5008,5008.0,4661.0,4733.0,111
SC24,2024-05-26,5624,5624.0,5813.0,6091.0,112
SC24,2024-05-27,5317,5317.0,5119.0,5216.0,113
SC24,2024-05-28,5169,5169.0,4906.0,5377.0,114
SC24,2024-05-29,5231,5231.0,5311.0,5492.0,115
SC24,2024-05-30,4779,4779.0,4877.0,5218.0,116
SC24,2024-05-31,4582,4582.0,4408.0,4133.0,117
SC24,2024-06-01,4470,4470.0,4064.0,4724.0,118
SC24,2024-06-02,4897,4897.0,4932.0,5107.0,119
SC24,2024-06-03,4912,4912.0,5259.0,5092.0,120
SC24,2024-06-04,5032,5032.0,4552.0,4543.0,121
SC24,2024-06-05,5354,5354.0,5362.0,5357.0,122
SC25,2024-02-05,38119,,,,1
SC25,2024-02-06,37993,37993.0,42225.0,38285.0,2
SC25,2024-02-07,38455,38455.0,41182.0,38297.0,3
SC25,2024-02-08,40148,40148.0,36534.0,38747.0,4
SC25,2024-02-09,36873,36873.0,35420.0,35495.0,5
SC25,2024-02-10,34342,34342.0,33160.0,35637.0,6
SC25,2024-02-11,32858,32858.0,34927.0,37853.0,7
SC25,2024-02-12,33517,33517.0,37764.0,34201.0,8
SC25,2024-02-13,35112,35112.0,35454.0,31939.0,9
SC25,2024-02-14,37007,37007.0,37432.0,37946.0,10
SC25,2024-02-15,36021,36021.0,32957.0,36021.0,11
SC25,2024-02-16,35196,35196.0,31750.0,37278.0,12
SC25,2024-02-17,30555,30555.0,35309.0,27687.0,13
SC25,2024-02-18,34205,34205.0,35083.0,37098.0,14
SC25,2024-02-19,37679,37679.0,35020.0,38689.0,15
SC25,2024-02-20,36937,36937.0,37419.0,32361.0,16
SC25,2024-02-21,36917,36917.0,34027.0,39629.0,17
SC25,2024-02-22,37118,37118.0,33713.0,32763.0,18
SC25,2024-02-23,35774,35774.0,38962.0,34792.0,19
SC25,2024-02-24,32471,32471.0,29239.0,34039.0,20
SC25,2024-02-25,34122,34122.0,31551.0,31882.0,21
SC25,2024-02-26,36146,36146.0,33015.0,35520.0,22
SC25,2024-02-27,37274,37274.0,39193.0,41971.0,23
SC25,2024-02-28,37827,37827.0,39829.0,38901.0,24
SC25,2024-02-29,38254,38254.0,34425.0,37125.0,25
SC25,2024-03-01,37059,37059.0,38711.0,36248.0,26
SC25,2024-03-02,35893,35893.0,37288.0,34836.0,27
SC25,2024-03-03,33666,33666.0,34657.0,38542.0,28
SC25,2024-03-04,40332,40332.0,37918.0,42440.0,29
SC25,2024-03-05,36016,36016.0,32370.0,39884.0,30
SC25,2024-03-06,42177,42177.0,45622.0,42771.0,31
SC25,2024-03-07,41531,41531.0,38330.0,43503.0,32
SC25,2024-03-08,41542,41542.0,45666.0,46280.0,33
SC25,2024-03-09,36850,36850.0,38866.0,33865.0,34
SC25,2024-03-10,38625,38625.0,42651.0,38814.0,35
SC25,2024-03-11,42342,42342.0,43141.0,44348.0,36
SC25,2024-03-12,43597,43597.0,47440.0,48162.0,37
SC25,2024-03-13,41395,41395.0,42007.0,37249.0,38
SC25,2024-03-14,41701,41701.0,43110.0,44114.0,39
SC25,2024-03-15,38158,38158.0,39594.0,39443.0,40
SC25,2024-03-16,37697,37697.0,41243.0,38356.0,41
SC25,2024-03-17,39157,39157.0,39725.0,38594.0,42
SC25,2024-03-18,43383,43383.0,45502.0,41021.0,43
SC25,2024-03-19,45108,45108.0,48818.0,41570.0,44
SC25,2024-03-20,43405,43405.0,41818.0,45427.0,45
SC25,2024-03-21,43379,43379.0,41071.0,45307.0,46
SC25,2024-03-22,43946,43946.0,39749.0,40910.0,47
SC25,2024-03-23,39770,39770.0,40618.0,40494.0,48
SC25,2024-03-24,42831,42831.0,41546.0,42462.0,49
SC25,2024-03-25,45437,45437.0,48375.0,48079.0,50
SC25,2024-03-26,49246,49246.0,50342.0,51456.0,51
SC25,2024-03-27,48315,48315.0,43898.0,44165.0,52
SC25,2024-03-28,47963,47963.0,45502.0,45525.0,53
SC25,2024-03-29,47129,47129.0,44270.0,43179.0,54
SC25,2024-03-30,44643,44643.0,44203.0,43270.0,55
SC25,2024-03-31,46761,46761.0,50239.0,45197.0,56
SC25,2024-04-01,51937,51937.0,56345.0,47401.0,57
SC25,2024-04-02,48810,48810.0,52315.0,48603.0,58
SC25,2024-04-03,48277,48277.0,46384.0,44427.0,59
SC25,2024-04-04,40354,40354.0,42041.0,42064.0,60
SC25,2024-04-05,34247,34247.0,30429.0,32197.0,61
SC25,2024-04-06,34195,34195.0,34201.0,35096.0,62
SC25,2024-04-07,30116,30116.0,28941.0,30078.0,63
SC25,2024-04-08,29034,29034.0,28724.0,30000.0,64
SC25,2024-04-09,28705,28705.0,29534.0,29217.0,65
SC25,2024-04-10,34846,34846.0,34335.0,38809.0,66
SC25,2024-04-11,35736,35736.0,35928.0,30828.0,67
SC25,2024-04-12,35433,35433.0,36199.0,33435.0,68
SC25,2024-04-13,40530,40530.0,38277.0,36447.0,69
SC25,2024-04-14,40650,40650.0,37563.0,38633.0,70
SC25,2024-04-15,40626,40626.0,36384.0,38651.0,71
SC25,2024-04-16,41118,41118.0,41955.0,36296.0,72
SC25,2024-04-17,41261,41261.0,40170.0,40334.0,73
SC25,2024-04-18,40143,40143.0,44248.0,40406.0,74
SC25,2024-04-19,39074,39074.0,40612.0,42282.0,75
SC25,2024-04-20,36919,36919.0,37327.0,33728.0,76
SC25,2024-04-21,39624,39624.0,36713.0,35131.0,77
SC25,2024-04-22,40986,40986.0,44996.0,36961.0,78
SC25,2024-04-23,43255,43255.0,42599.0,45195.0,79
SC25,2024-04-24,42760,42760.0,43662.0,47119.0,80
SC25,2024-04-25,44917,44917.0,46059.0,49772.0,81
SC25,2024-04-26,39013,39013.0,36607.0,43382.0,82
SC25,2024-04-27,36865,36865.0,38289.0,32974.0,83
SC25,2024-04-28,42089,42089.0,41657.0,38916.0,84
SC25,2024-04-29,54992,54992.0,59566.0,53560.0,85
SC25,2024-04-30,49083,49083.0,50777.0,45146.0,86
SC25,2024-05-01,49451,49451.0,45491.0,45310.0,87
SC25,2024-05-02,48425,48425.0,50323.0,52423.0,88
SC25,2024-05-03,44735,44735.0,49731.0,42328.0,89
SC25,2024-05-04,41309,41309.0,45752.0,39195.0,90
SC25,2024-05-05,40392,40392.0,37142.0,40496.0,91
SC25,2024-05-06,43099,43099.0,45090.0,47475.0,92
SC25,2024-05-07,64269,64269.0,63114.0,65934.0,93
SC25,2024-05-08,57261,57261.0,60773.0,57593.0,94
SC25,2024-05-09,51930,51930.0,50256.0,52886.0,95
SC25,2024-05-10,47537,47537.0,50100.0,50324.0,96
SC25,2024-05-11,47651,47651.0,44038.0,51437.0,97
SC25,2024-05-12,47774,47774.0,46174.0,51968.0,98
SC25,2024-05-13,50717,50717.0,47841.0,50999.0,99
SC25,2024-05-14,52404,52404.0,49482.0,49331.0,100
SC25,2024-05-15,52035,52035.0,55687.0,50188.0,101
SC25,2024-05-16,45969,45969.0,50087.0,42958.0,102
SC25,2024-05-17,63782,63782.0,61208.0,68084.0,103
SC25,2024-05-18,63953,63953.0,60425.0,66286.0,104
SC25,2024-05-19,54172,54172.0,54431.0,51830.0,105
SC25,2024-05-20,51992,51992.0,55524.0,48362.0,106
SC25,2024-05-21,47991,47991.0,51991.0,45519.0,107
SC25,2024-05-22,48922,48922.0,53372.0,45476.0,108
SC25,2024-05-23,46805,46805.0,49721.0,48004.0,109
SC25,2024-05-24,44735,44735.0,41475.0,42197.0,110
SC25,2024-05-25,42092,42092.0,46557.0,43098.0,111
SC25,2024-05-26,45621,45621.0,49702.0,41140.0,112
SC25,2024-05-27,49837,49837.0,47377.0,49754.0,113
SC25,2024-05-28,46387,46387.0,49130.0,44750.0,114
SC25,2024-05-29,48049,48049.0,44892.0,52721.0,115
SC25,2024-05-30,43751,43751.0,46142.0,45683.0,116
SC25,2024-05-31,42517,42517.0,46902.0,43212.0,117
SC25,2024-06-01,39951,39951.0,37552.0,38866.0,118
SC25,2024-06-02,43155,43155.0,45210.0,46557.0,119
SC25,2024-06-03,45758,45758.0,45938.0,46062.0,120
SC25,2024-06-04,45638,45638.0,50188.0,45194.0,121
SC25,2024-06-05,45795,45795.0,42954.0,46128.0,122
SC26,2024-02-05,5243,,,,1
SC26,2024-02-06,4069,4069.0,3893.0,4328.0,2
SC26,2024-02-07,4055,4055.0,4435.0,3932.0,3
SC26,2024-02-08,4139,4139.0,4306.0,3893.0,4
SC26,2024-02-09,3951,3951.0,3686.0,3886.0,5
SC26,2024-02-10,3808,3808.0,3575.0,4144.0,6
SC26,2024-02-11,3993,3993.0,4104.0,4445.0,7
SC26,2024-02-12,4076,4076.0,4439.0,3821.0,8
SC26,2024-02-13,4294,4294.0,4649.0,4454.0,9
SC26,2024-02-14,4091,4091.0,3857.0,3679.0,10
SC26,2024-02-15,3974,3974.0,3589.0,4365.0,11
SC26,2024-02-16,3826,3826.0,3905.0,3947.0,12
SC26,2024-02-17,3738,3738.0,3486.0,3392.0,13
SC26,2024-02-18,4293,4293.0,4424.0,4025.0,14
SC26,2024-02-19,4746,4746.0,4580.0,5164.0,15
SC26,2024-02-20,4544,4544.0,4207.0,4103.0,16
SC26,2024-02-21,4132,4132.0,4470.0,3841.0,17
SC26,2024-02-22,4119,4119.0,4279.0,4314.0,18
SC26,2024-02-23,4743,4743.0,4306.0,4870.0,19
SC26,2024-02-24,4844,4844.0,5283.0,4859.0,20
SC26,2024-02-25,5282,5282.0,5075.0,4942.0,21
SC26,2024-02-26,4969,4969.0,5278.0,4563.0,22
SC26,2024-02-27,3895,3895.0,3888.0,3603.0,23
SC26,2024-02-28,3734,3734.0,3299.0,3426.0,24
SC26,2024-02-29,3885,3885.0,4102.0,4175.0,25
SC26,2024-03-01,4397,4397.0,4612.0,4523.0,26
SC26,2024-03-02,4589,4589.0,4697.0,5075.0,27
SC26,2024-03-03,4999,4999.0,5356.0,5034.0,28
SC26,2024-03-04,4397,4397.0,4878.0,4166.0,29
SC26,2024-03-05,4162,4162.0,4566.0,4157.0,30
SC26,2024-03-06,4087,4087.0,4301.0,3961.0,31
SC26,2024-03-07,4829,4829.0,4843.0,4910.0,32
SC26,2024-03-08,4872,4872.0,4515.0,4881.0,33
SC26,2024-03-09,4868,4868.0,5278.0,4408.0,34
SC26,2024-03-10,5522,5522.0,5038.0,6006.0,35
SC26,2024-03-11,5396,5396.0,5546.0,5749.0,36
SC26,2024-03-12,4824,4824.0,5167.0,5303.0,37
SC26,2024-03-13,4852,4852.0,4790.0,5273.0,38
SC26,2024-03-14,4283,4283.0,3936.0,4419.0,39
SC26,2024-03-15,5381,5381.0,5113.0,5316.0,40
SC26,2024-03-16,4116,4116.0,4137.0,4320.0,41
SC26,2024-03-17,4253,4253.0,4628.0,3995.0,42
SC26,2024-03-18,4479,4479.0,4175.0,4383.0,43
SC26,2024-03-19,4195,4195.0,3742.0,4083.0,44
SC26,2024-03-20,4091,4091.0,4314.0,4347.0,45
SC26,2024-03-21,4205,4205.0,4599.0,3909.0,46
SC26,2024-03-22,4520,4520.0,4299.0,4812.0,47
SC26,2024-03-23,4497,4497.0,4000.0,4368.0,48
SC26,2024-03-24,4904,4904.0,5045.0,5010.0,49
SC26,2024-03-25,4952,4952.0,5206.0,4555.0,50
SC26,2024-03-26,5741,5741.0,5869.0,5853.0,51
SC26,2024-03-27,5242,5242.0,5246.0,5283.0,52
SC26,2024-03-28,5311,5311.0,5271.0,5528.0,53
SC26,2024-03-29,5301,5301.0,5000.0,5701.0,54
SC26,2024-03-30,5471,5471.0,5717.0,5863.0,55
SC26,2024-03-31,5848,5848.0,6144.0,5537.0,56
SC26,2024-04-01,4775,4775.0,5055.0,4822.0,57
SC26,2024-04-02,4573,4573.0,4625.0,4953.0,58
SC26,2024-04-03,4259,4259.0,3813.0,4565.0,59
SC26,2024-04-04,4008,4008.0,3513.0,4116.0,60
SC26,2024-04-05,3328,3328.0,3502.0,3028.0,61
SC26,2024-04-06,3747,3747.0,3904.0,3835.0,62
SC26,2024-04-07,3547,3547.0,3180.0,3054.0,63
SC26,2024-04-08,3607,3607.0,3892.0,3340.0,64
SC26,2024-04-09,3926,3926.0,4385.0,4320.0,65
SC26,2024-04-10,4409,4409.0,4485.0,4335.0,66
SC26,2024-04-11,4063,4063.0,4177.0,4235.0,67
SC26,2024-04-12,4622,4622.0,4727.0,4419.0,68
SC26,2024-04-13,4028,4028.0,3799.0,4230.0,69
SC26,2024-04-14,3763,3763.0,3556.0,4206.0,70
SC26,2024-04-15,3943,3943.0,3845.0,4156.0,71
SC26,2024-04-16,3698,3698.0,4120.0,3852.0,72
SC26,2024-04-17,3621,3621.0,3220.0,3384.0,73
SC26,2024-04-18,3636,3636.0,3806.0,3943.0,74
SC26,2024-04-19,3614,3614.0,3697.0,3488.0,75
SC26,2024-04-20,3398,3398.0,3786.0,3109.0,76
SC26,2024-04-21,4317,4317.0,4084.0,3850.0,77
SC26,2024-04-22,4025,4025.0,3619.0,4149.0,78
SC26,2024-04-23,3721,3721.0,4067.0,3518.0,79
SC26,2024-04-24,3889,3889.0,3923.0,4276.0,80
SC26,2024-04-25,5247,5247.0,5355.0,5175.0,81
SC26,2024-04-26,4238,4238.0,4423.0,4292.0,82
SC26,2024-04-27,4427,4427.0,4780.0,4638.0,83
SC26,2024-04-28,5055,5055.0,4771.0,5233.0,84
SC26,2024-04-29,6876,6876.0,7016.0,6401.0,85
SC26,2024-04-30,6160,6160.0,6248.0,6630.0,86
SC26,2024-05-01,5506,5506.0,5411.0,5401.0,87
SC26,2024-05-02,5382,5382.0,5456.0,5268.0,88
SC26,2024-05-03,5323,5323.0,5624.0,5093.0,89
SC26,2024-05-04,5548,5548.0,5573.0,5175.0,90
SC26,2024-05-05,5255,5255.0,5062.0,5231.0,91
SC26,2024-05-06,3800,3800.0,4069.0,4135.0,92
SC26,2024-05-07,11294,11294.0,10987.0,10976.0,93
SC26,2024-05-08,6571,6571.0,6570.0,6085.0,94
SC26,2024-05-09,5988,5988.0,5740.0,6163.0,95
SC26,2024-05-10,5874,5874.0,5908.0,5682.0,96
SC26,2024-05-11,5327,5327.0,5455.0,4913.0,97
SC26,2024-05-12,5777,5777.0,6219.0,6046.0,98
SC26,2024-05-13,5694,5694.0,6062.0,5433.0,99
SC26,2024-05-14,5739,5739.0,5733.0,5746.0,100
SC26,2024-05-15,5615,5615.0,5282.0,5249.0,101
SC26,2024-05-16,5511,5511.0,5103.0,5287.0,102
SC26,2024-05-17,13697,13697.0,14135.0,13746.0,103
SC26,2024-05-18,8831,8831.0,8800.0,8865.0,104
SC26,2024-05-19,5027,5027.0,4903.0,5091.0,105
SC26,2024-05-20,4834,4834.0,4688.0,5052.0,106
SC26,2024-05-21,4289,4289.0,4345.0,4005.0,107
SC26,2024-05-22,3968,3968.0,4056.0,4253.0,108
SC26,2024-05-23,4079,4079.0,3814.0,4415.0,109
SC26,2024-05-24,3991,3991.0,3891.0,4323.0,110
SC26,2024-05-25,3777,3777.0,3822.0,3774.0,111
SC26,2024-05-26,3802,3802.0,3364.0,3956.0,112
SC26,2024-05-27,4390,4390.0,4719.0,4002.0,113
SC26,2024-05-28,4141,4141.0,3729.0,3789.0,114
SC26,2024-05-29,3717,3717.0,3256.0,3515.0,115
SC26,2024-05-30,3924,3924.0,4241.0,3719.0,116
SC26,2024-05-31,3988,3988.0,3614.0,3535.0,117
SC26,2024-06-01,4035,4035.0,3725.0,4070.0,118
SC26,2024-06-02,3921,3921.0,3493.0,3918.0,119
SC26,2024-06-03,4013,4013.0,4441.0,4347.0,120
SC26,2024-06-04,4142,4142.0,4443.0,4534.0,121
SC26,2024-06-05,4477,4477.0,4548.0,4324.0,122
SC27,2024-02-05,4179,,,,1
SC27,2024-02-06,4025,4025.0,3641.0,4415.0,2
SC27,2024-02-07,4065,4065.0,3784.0,4409.0,3
SC27,2024-02-08,4080,4080.0,3817.0,3875.0,4
SC27,2024-02-09,4012,4012.0,4152.0,4075.0,5
SC27,2024-02-10,3640,3640.0,4103.0,3682.0,6
SC27,2024-02-11,3966,3966.0,4205.0,4122.0,7
SC27,2024-02-12,3893,3893.0,3709.0,4058.0,8
SC27,2024-02-13,4086,4086.0,4023.0,4343.0,9
SC27,2024-02-14,3974,3974.0,3681.0,4232.0,10
SC27,2024-02-15,3839,3839.0,4083.0,3613.0,11
SC27,2024-02-16,3905,3905.0,3680.0,3760.0,12
SC27,2024-02-17,3533,3533.0,3404.0,3460.0,13
SC27,2024-02-18,4015,4015.0,3848.0,3643.0,14
SC27,2024-02-19,3981,3981.0,4338.0,3904.0,15
SC27,2024-02-20,3989,3989.0,3698.0,3648.0,16
SC27,2024-02-21,3941,3941.0,4202.0,4128.0,17
SC27,2024-02-22,3741,3741.0,3647.0,3449.0,18
SC27,2024-02-23,3827,3827.0,4015.0,3408.0,19
SC27,2024-02-24,3711,3711.0,3847.0,4001.0,20
SC27,2024-02-25,4019,4019.0,3921.0,4222.0,21
SC27,2024-02-26,3749,3749.0,4177.0,3986.0,22
SC27,2024-02-27,4070,4070.0,4342.0,4371.0,23
SC27,2024-02-28,4464,4464.0,4344.0,4582.0,24
SC27,2024-02-29,4441,4441.0,4017.0,4705.0,25
SC27,2024-03-01,4087,4087.0,3589.0,3937.0,26
SC27,2024-03-02,3808,3808.0,3524.0,3611.0,27
SC27,2024-03-03,4090,4090.0,4207.0,4076.0,28
SC27,2024-03-04,3848,3848.0,4235.0,3993.0,29
SC27,2024-03-05,3806,3806.0,4295.0,3693.0,30
SC27,2024-03-06,3878,3878.0,3625.0,4337.0,31
SC27,2024-03-07,5638,5638.0,5554.0,5403.0,32
SC27,2024-03-08,4408,4408.0,4049.0,4765.0,33
SC27,2024-03-09,4012,4012.0,4025.0,4014.0,34
SC27,2024-03-10,4283,4283.0,4252.0,4007.0,35
SC27,2024-03-11,4130,4130.0,4146.0,4110.0,36
SC27,2024-03-12,4714,4714.0,4985.0,4440.0,37
SC27,2024-03-13,5274,5274.0,5360.0,5006.0,38
SC27,2024-03-14,4639,4639.0,5139.0,4269.0,39
SC27,2024-03-15,4846,4846.0,5165.0,5272.0,40
SC27,2024-03-16,3995,3995.0,4085.0,3987.0,41
SC27,2024-03-17,4332,4332.0,4660.0,4170.0,42
SC27,2024-03-18,4228,4228.0,3998.0,4689.0,43
SC27,2024-03-19,4499,4499.0,4326.0,4572.0,44
SC27,2024-03-20,4483,4483.0,4056.0,4352.0,45
SC27,2024-03-21,4419,4419.0,4002.0,4411.0,46
SC27,2024-03-22,4462,4462.0,4048.0,4760.0,47
SC27,2024-03-23,4480,4480.0,4542.0,4259.0,48
SC27,2024-03-24,5031,5031.0,4598.0,4562.0,49
SC27,2024-03-25,5674,5674.0,5571.0,5303.0,50
SC27,2024-03-26,5663,5663.0,6145.0,5297.0,51
SC27,2024-03-27,5394,5394.0,5422.0,5151.0,52
SC27,2024-03-28,5316,5316.0,5268.0,4952.0,53
SC27,2024-03-29,5459,5459.0,5297.0,5396.0,54
SC27,2024-03-30,5204,5204.0,5119.0,5569.0,55
SC27,2024-03-31,5448,5448.0,4957.0,5442.0,56
SC27,2024-04-01,5387,5387.0,5163.0,5466.0,57
SC27,2024-04-02,5264,5264.0,5135.0,4893.0,58
SC27,2024-04-03,4238,4238.0,4431.0,3764.0,59
SC27,2024-04-04,3727,3727.0,3406.0,3984.0,60
SC27,2024-04-05,3477,3477.0,3351.0,3484.0,61
SC27,2024-04-06,3413,3413.0,3486.0,3398.0,62
SC27,2024-04-07,3236,3236.0,3421.0,3330.0,63
SC27,2024-04-08,3096,3096.0,2852.0,3459.0,64
SC27,2024-04-09,3160,3160.0,2754.0,2723.0,65
SC27,2024-04-10,3452,3452.0,3155.0,3577.0,66
SC27,2024-04-11,3572,3572.0,3894.0,3890.0,67
SC27,2024-04-12,4029,4029.0,3796.0,3883.0,68
SC27,2024-04-13,3816,3816.0,3963.0,3576.0,69
SC27,2024-04-14,3581,3581.0,3500.0,3165.0,70
SC27,2024-04-15,3491,3491.0,3349.0,3355.0,71
SC27,2024-04-16,3550,3550.0,3197.0,3321.0,72
SC27,2024-04-17,3548,3548.0,3783.0,3799.0,73
SC27,2024-04-18,3540,3540.0,3815.0,3387.0,74
SC27,2024-04-19,3441,3441.0,3292.0,3908.0,75
SC27,2024-04-20,3271,3271.0,2979.0,3124.0,76
